class,uniprot_id,description,len,dataset
positive,A0A1E3AIM0,A0A1E3AIM0_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_1 PE=3 SV=1,689,train
negative,A0A085BFF6,A0A085BFF6_9FLAO beta-glucosidase OS=Epilithonimonas lactis OX=421072 GN=IO89_13430 PE=3 SV=1,775,train
negative,A0A7H8M8N4,A0A7H8M8N4_9ACTN Beta-glucosidase OS=Actinomadura sp. NAK00032 OX=2742128 GN=HUT06_34125 PE=3 SV=1,465,train
negative,A0A453D1H2,A0A453D1H2_AEGTS beta-glucosidase OS=Aegilops tauschii subsp. strangulata OX=200361 PE=3 SV=1,451,train
negative,A0A1F7CLT4,A0A1F7CLT4_9BACT Beta-glucosidase OS=Candidatus Peribacteria bacterium RIFCSPLOWO2_12_FULL_53_10 OX=1801930 GN=A3G69_00980 PE=3 SV=1,417,train
positive,K7QWH8,K7QWH8_THEOS Beta-glucosidase OS=Thermus oshimai JL-2 OX=751945 GN=Theos_2147 PE=3 SV=1,767,train
positive,A0A1C6AXK3,A0A1C6AXK3_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_1 PE=3 SV=1,711,train
negative,A0A1X3FMD9,A0A1X3FMD9_9BRAD Beta-glucosidase OS=Bradyrhizobium canariense OX=255045 GN=BSZ18_37855 PE=3 SV=1,487,train
negative,A0A4R7THK6,A0A4R7THK6_9ACTN Beta-glucosidase OS=Kribbella voronezhensis OX=2512212 GN=EV138_5367 PE=3 SV=1,447,train
positive,B0KCV1,B0KCV1_THEP3 beta-glucosidase OS=Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) OX=340099 GN=Teth39_1927 PE=3 SV=1,446,train
positive,A0A7J4PCI8,A0A7J4PCI8_UNCTM beta-glucosidase OS=Thermoplasmata archaeon OX=1906666 GN=bglX PE=3 SV=1,733,train
positive,A0A160U275,A0A160U275_9ZZZZ beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MGWOODY_Hyp1808 PE=3 SV=1,788,train
negative,D5BL74,D5BL74_ZUNPS beta-glucosidase OS=Zunongwangia profunda (strain DSM 18752 / CCTCC AB 206139 / SM-A87) OX=655815 GN=ZPR_3690 PE=3 SV=1,748,train
positive,A0A3S4UCK1,A0A3S4UCK1_9ACTN Thermostable beta-glucosidase B OS=Arachnia propionica OX=1750 GN=bglB PE=3 SV=1,633,train
positive,A0A848VJ78,A0A848VJ78_9BACT beta-glucosidase OS=Rhodothermales bacterium OX=2306054 GN=HKN29_01840 PE=4 SV=1,778,train
negative,A0A411YYY4,A0A411YYY4_9RHOB Beta-glucosidase OS=Pseudotabrizicola alkalilacus OX=2305252 GN=D1012_16425 PE=3 SV=1,442,train
positive,A0A7C3DHZ7,A0A7C3DHZ7_MEIRU Beta-glucosidase OS=Meiothermus ruber OX=277 GN=ENS82_14370 PE=3 SV=1,447,train
positive,A0A1E7WUP0,A0A1E7WUP0_9BURK Thermostable beta-glucosidase B OS=Duganella phyllosphaerae OX=762836 GN=bglB PE=3 SV=1,749,train
positive,A0A1H1I2G0,A0A1H1I2G0_9ACTN Beta-glucosidase OS=Thermostaphylospora chromogena OX=35622 GN=SAMN04489764_5107 PE=3 SV=1,440,train
negative,A0A1D6M4Z6,A0A1D6M4Z6_MAIZE beta-glucosidase OS=Zea mays OX=4577 GN=ZEAMMB73_Zm00001d038271 PE=3 SV=1,373,train
negative,A0A852Z9S4,A0A852Z9S4_9ACTN Beta-glucosidase OS=Actinopolymorpha rutila OX=446787 GN=F4554_002409 PE=3 SV=1,461,train
negative,A0A371EWP0,A0A371EWP0_MUCPR beta-glucosidase (Fragment) OS=Mucuna pruriens OX=157652 GN=CR513_50284 PE=4 SV=1,341,train
positive,A0A891XJP6,A0A891XJP6_9THEO beta-glucosidase OS=uncultured Thermoanaerobacter sp OX=242695 GN=glu1 PE=3 SV=1,446,train
negative,A0A348NID6,A0A348NID6_9MOLU Beta-glucosidase OS=Acholeplasmatales bacterium OX=2053494 GN=DCR44_02670 PE=3 SV=1,440,train
positive,A0A0P0GKR7,A0A0P0GKR7_9BACE Thermostable beta-glucosidase B OS=Bacteroides cellulosilyticus OX=246787 GN=bglB_3 PE=3 SV=1,773,train
positive,A0A0F0L3R0,A0A0F0L3R0_9MICO Thermostable beta-glucosidase B OS=Microbacterium foliorum OX=104336 GN=bglB_1 PE=3 SV=1,740,train
negative,A0A2N1RB47,A0A2N1RB47_9SPIR Beta-glucosidase OS=Spirochaetae bacterium HGW-Spirochaetae-8 OX=2013840 GN=CVV52_17850 PE=3 SV=1,442,train
positive,D3PLV5,D3PLV5_MEIRD Beta-glucosidase OS=Meiothermus ruber (strain ATCC 35948 / DSM 1279 / VKM B-1258 / 21) OX=504728 GN=Mrub_0288 PE=3 SV=1,444,train
negative,A0A259TK82,A0A259TK82_9BACL beta-glucosidase OS=Paenibacillus sp. XY044 OX=2026089 GN=CJP46_03250 PE=4 SV=1,772,train
positive,A0A370K0A9,A0A370K0A9_9DEIN Beta-glucosidase OS=Meiothermus sp. QL-1 OX=2058095 GN=DV704_04040 PE=3 SV=1,443,train
positive,B8CZK9,B8CZK9_HALOH beta-glucosidase OS=Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562) OX=373903 GN=Hore_19810 PE=4 SV=1,739,train
negative,A0A4P6KFC2,A0A4P6KFC2_9MICO beta-glucosidase OS=Leucobacter triazinivorans OX=1784719 GN=EVS81_09880 PE=4 SV=1,593,train
positive,A0A1V5WDF3,A0A1V5WDF3_9CHLR Thermostable beta-glucosidase B OS=Chloroflexi bacterium ADurb.Bin222 OX=1852858 GN=bglB_2 PE=3 SV=1,755,train
negative,A0A7Y6YBC2,A0A7Y6YBC2_9GAMM beta-glucosidase OS=Oceanospirillaceae bacterium OX=1899355 GN=HWE12_10425 PE=3 SV=1,717,train
positive,A0A2M9N1C5,A0A2M9N1C5_9BACL Thermostable beta-glucosidase B OS=Paenibacillus sp. GM2FR OX=2059268 GN=bglB_1 PE=3 SV=1,758,train
positive,B8D1U9,B8D1U9_HALOH beta-glucosidase OS=Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562) OX=373903 GN=Hore_04180 PE=3 SV=1,618,train
negative,A0A1H6ESI5,A0A1H6ESI5_9ACTN beta-glucosidase OS=Nonomuraea solani OX=1144553 GN=SAMN05444920_1187 PE=4 SV=1,325,train
negative,A0A5B6Z7Z3,A0A5B6Z7Z3_DAVIN Putative glycoside hydrolase family 1 protein (Fragment) OS=Davidia involucrata OX=16924 GN=Din_008997 PE=3 SV=1,299,train
negative,A0A367KWM0,A0A367KWM0_RHIST beta-glucosidase (Fragment) OS=Rhizopus stolonifer OX=4846 GN=CU098_000916 PE=3 SV=1,218,train
positive,A0A173VV46,A0A173VV46_9BACT Thermostable beta-glucosidase B OS=Parabacteroides distasonis OX=823 GN=bglB_2 PE=3 SV=1,732,train
negative,A0A3R8RVE0,A0A3R8RVE0_9FLAO beta-glucosidase OS=Chryseobacterium sp. SC28 OX=2268028 GN=DTW91_05735 PE=3 SV=1,741,train
positive,A0A564TW33,A0A564TW33_9FIRM Thermostable beta-glucosidase B OS=[Ruminococcus] torques OX=33039 GN=bglB_6 PE=3 SV=1,764,train
positive,B0KCW7,B0KCW7_THEP3 Beta-glucosidase OS=Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) OX=340099 GN=Teth39_1943 PE=3 SV=1,464,train
negative,M2ZB83,M2ZB83_9PROT Beta-glucosidase OS=Paramagnetospirillum caucaseum OX=1244869 GN=H261_02046 PE=3 SV=1,453,train
positive,B5YH90,B5YH90_THEYD Chain A- Beta-Glycosidase From Pyrococcus Horikoshii OS=Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87) OX=289376 GN=THEYE_A1789 PE=3 SV=1,413,train
positive,A0A653QIB7,A0A653QIB7_9FLAO Thermostable beta-glucosidase B OS=Flavobacterium sp. 9R OX=2653143 GN=bglB PE=3 SV=1,776,train
negative,A0A344LLX7,A0A344LLX7_9PSEU beta-glucosidase OS=Amycolatopsis albispora OX=1804986 GN=A4R43_35125 PE=3 SV=1,605,train
positive,A0A1V5HNJ3,A0A1V5HNJ3_9BACT Thermostable beta-glucosidase B OS=Tenericutes bacterium ADurb.BinA124 OX=1852921 GN=bglB PE=3 SV=1,781,train
negative,A0A0U2VEX9,A0A0U2VEX9_9ENTE beta-glucosidase OS=Enterococcus rotai OX=118060 GN=ATZ35_02615 PE=3 SV=1,738,train
positive,F6BL86,F6BL86_THEXL beta-glucosidase OS=Thermoanaerobacterium xylanolyticum (strain ATCC 49914 / DSM 7097 / LX-11) OX=858215 GN=Thexy_2213 PE=3 SV=1,446,train
negative,A0A1C6M965,A0A1C6M965_9ACTN Beta-glucosidase OS=Streptomyces sp. LamerLS-316 OX=1157630 GN=B046DRAFT_01467 PE=3 SV=1,485,train
negative,A0A060LXM6,A0A060LXM6_9BACI beta-glucosidase OS=Shouchella lehensis G1 OX=1246626 GN=BleG1_3469 PE=4 SV=1,720,train
positive,A0A831X1Q7,A0A831X1Q7_9BACT Beta-glucosidase OS=Thermorudis peleae OX=1382356 GN=ENP34_09755 PE=3 SV=1,455,train
negative,A0A762UZ18,A0A762UZ18_SALER beta-glucosidase OS=Salmonella enterica OX=28901 GN=bglX PE=3 SV=1,765,train
positive,A0A6N2YQT1,A0A6N2YQT1_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_2 PE=3 SV=1,760,train
negative,A0A420F8U3,A0A420F8U3_9ACTN Beta-glucosidase OS=Micromonospora globbae OX=1894969 GN=D7I43_02050 PE=3 SV=1,446,train
positive,A0A498QWX6,A0A498QWX6_9MYCO Thermostable beta-glucosidase B OS=Mycobacterium pseudokansasii OX=2341080 GN=bglB_2 PE=3 SV=1,755,train
negative,A0A1G4PL24,A0A1G4PL24_9FIRM beta-glucosidase OS=Ruminococcaceae bacterium YRB3002 OX=1520819 GN=SAMN02910456_00587 PE=4 SV=1,625,train
positive,A0A2M8PCA5,A0A2M8PCA5_9CHLR beta-glucosidase OS=Candidatus Thermofonsia Clade 1 bacterium OX=2364210 GN=CUN49_11850 PE=4 SV=1,787,train
negative,A0A0F7ZUW2,A0A0F7ZUW2_9HYPO beta-glucosidase OS=Hirsutella minnesotensis 3608 OX=1043627 GN=HIM_05021 PE=3 SV=1,779,train
positive,G2R0T0,G2R0T0_THETT beta-glucosidase OS=Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) OX=578455 GN=THITE_2044936 PE=3 SV=1,736,train
positive,A0A3B9QP54,A0A3B9QP54_9BACT Beta-glucosidase OS=Candidatus Acetothermia bacterium OX=2053493 GN=DCL37_03845 PE=3 SV=1,450,train
positive,A0A662IEH2,A0A662IEH2_9CREN beta-glucosidase OS=Thermoprotei archaeon OX=2250277 GN=DRJ57_01675 PE=3 SV=1,742,train
positive,A0A840PLI7,A0A840PLI7_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_009573 PE=3 SV=1,752,train
positive,G0SE64,G0SE64_CHATD beta-glucosidase OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0062590 PE=3 SV=1,574,train
positive,B8CYA8,B8CYA8_HALOH Beta-glucosidase OS=Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562) OX=373903 GN=Hore_15280 PE=1 SV=1,451,train
positive,A0A7C3MPG1,A0A7C3MPG1_DICTH beta-glucosidase OS=Dictyoglomus thermophilum OX=14 GN=ENW00_07180 PE=3 SV=1,761,train
negative,A0A3R6YKB1,A0A3R6YKB1_APHAT beta-glucosidase (Fragment) OS=Aphanomyces astaci OX=112090 GN=DYB37_013252 PE=3 SV=1,788,train
positive,A0A1X2G081,A0A1X2G081_9THEO beta-glucosidase OS=Thermoanaerobacterium sp. PSU-2 OX=1930849 GN=BVF91_04030 PE=3 SV=1,444,train
negative,A0A5C7IW76,A0A5C7IW76_9ROSI beta-glucosidase OS=Acer yangbiense OX=1000413 GN=EZV62_002062 PE=4 SV=1,623,train
positive,A0A2X0U113,A0A2X0U113_9ACTO Thermostable beta-glucosidase B OS=Schaalia odontolytica OX=1660 GN=bglB_4 PE=3 SV=1,372,train
negative,A0A6G3BGQ4,A0A6G3BGQ4_9ACTN Beta-glucosidase OS=Streptomyces sp. SID5594 OX=2690304 GN=GTX53_15595 PE=3 SV=1,485,train
positive,A0A448L7K9,A0A448L7K9_9BACT Thermostable beta-glucosidase B OS=Segatella oris OX=28135 GN=bglB_2 PE=3 SV=1,798,train
negative,A0A1M5KAQ4,A0A1M5KAQ4_9BACT beta-glucosidase OS=Fibrobacter sp. UWH9 OX=1896213 GN=SAMN05720766_102129 PE=4 SV=1,679,train
positive,A0A7Y2CAG5,A0A7Y2CAG5_9BACT beta-glucosidase OS=Rhodothermales bacterium OX=2306054 GN=HKN13_13075 PE=3 SV=1,756,train
negative,A0A0P9FDI8,A0A0P9FDI8_9GAMM Beta-glucosidase OS=Pseudoalteromonas sp. P1-9 OX=1710354 GN=bglB PE=3 SV=1,446,train
negative,A0A433E7J2,A0A433E7J2_9ACTN Beta-glucosidase OS=Streptomyces sp. NP10 OX=1141731 GN=bglA1 PE=3 SV=1,471,train
positive,A0A2N7QTF4,A0A2N7QTF4_9GAMM Thermostable beta-glucosidase B OS=Dyella sp. AD56 OX=1528744 GN=bglB_1 PE=3 SV=1,738,train
negative,A0A2E0WZJ2,A0A2E0WZJ2_9PLAN Beta-glucosidase OS=Planctomycetaceae bacterium OX=2026779 GN=CMJ58_05975 PE=3 SV=1,450,train
positive,A8F6V8,A8F6V8_PSELT Glycoside hydrolase family 1 OS=Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) OX=416591 GN=Tlet_1335 PE=3 SV=1,490,train
positive,A0A223HVE6,A0A223HVE6_THETR beta-glucosidase OS=Thermoanaerobacterium thermosaccharolyticum OX=1517 GN=gluA PE=3 SV=1,444,train
positive,A0A0F0KEA0,A0A0F0KEA0_9MICO Thermostable beta-glucosidase B OS=Microbacterium foliorum OX=104336 GN=bglB_5 PE=3 SV=1,762,train
negative,A0A415I1E9,A0A415I1E9_9BACE beta-glucosidase OS=Bacteroides xylanisolvens OX=371601 GN=DW042_00045 PE=3 SV=1,746,train
negative,A0A845GW90,A0A845GW90_9BURK beta-glucosidase OS=Duganella vulcania OX=2692166 GN=GTP90_24080 PE=3 SV=1,742,train
positive,B7GM33,B7GM33_ANOFW Beta-glucosidase OS=Anoxybacillus flavithermus (strain DSM 21510 / WK1) OX=491915 GN=Aflv_2360 PE=3 SV=1,461,train
positive,A0A446BNT3,A0A446BNT3_9PEZI beta-glucosidase OS=Thermothielavioides terrestris OX=2587410 GN=TT172_LOCUS6576 PE=3 SV=1,777,train
positive,Q9L794,Q9L794_9DEIN Beta-glucosidase OS=Thermus nonproteolyticus OX=116039 PE=1 SV=1,436,train
negative,A0A246AFP8,A0A246AFP8_9SPHI beta-glucosidase OS=Pedobacter sp. AJM OX=2003629 GN=CBW18_04495 PE=4 SV=1,767,train
positive,A0A840PA63,A0A840PA63_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_005290 PE=3 SV=1,399,train
negative,A0A482UD83,A0A482UD83_UNCAD beta-glucosidase (Fragment) OS=archaeon OX=1906665 GN=EON62_03990 PE=4 SV=1,431,train
negative,A0A1V5HA96,A0A1V5HA96_9BACT beta-glucosidase OS=Lentisphaerae bacterium ADurb.BinA184 OX=1852901 GN=bglX_2 PE=4 SV=1,735,train
negative,A0A352M9X8,A0A352M9X8_9BACT beta-glucosidase (Fragment) OS=Bacteroidales bacterium OX=2030927 GN=DCZ51_01455 PE=4 SV=1,559,train
negative,A0A168IS71,A0A168IS71_CORDF Probable beta-glucosidase btgE OS=Akanthomyces lecanii RCEF 1005 OX=1081108 GN=LEL_03089 PE=4 SV=1,565,train
negative,A0A3R8R632,A0A3R8R632_9FLAO beta-glucosidase OS=Maribacter algicola OX=2498892 GN=DZC72_01765 PE=4 SV=1,764,train
positive,D1AC41,D1AC41_THECD Beta-glucosidase OS=Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9) OX=471852 GN=Tcur_1733 PE=3 SV=1,482,train
negative,A0A485UV96,A0A485UV96_KLEPN beta-glucosidase OS=Klebsiella pneumoniae OX=573 GN=bglX PE=3 SV=1,765,train
positive,A0A7C2GF36,A0A7C2GF36_DICTH Beta-glucosidase OS=Dictyoglomus thermophilum OX=14 GN=ENU78_08575 PE=3 SV=1,445,train
negative,A0A1F2W143,A0A1F2W143_9ACTN beta-glucosidase (Fragment) OS=Actinobacteria bacterium RBG_13_35_12 OX=1797196 GN=A2163_06655 PE=3 SV=1,614,train
negative,A0A4Q4VZC9,A0A4Q4VZC9_9PEZI Probable beta-glucosidase btgE OS=Monosporascus sp. mg162 OX=1081914 GN=DL768_010691 PE=4 SV=1,269,train
positive,S5U834,S5U834_9BACI Beta-glucosidase OS=Anoxybacillus flavithermus subsp. yunnanensis OX=759846 PE=3 SV=1,448,train
positive,A0A1S8TFB0,A0A1S8TFB0_9CLOT Thermostable beta-glucosidase B OS=Clostridium sp. BL-8 OX=349938 GN=bglB_1 PE=3 SV=1,753,train
positive,A0A654BK33,A0A654BK33_BACMY Thermostable beta-glucosidase B OS=Bacillus mycoides OX=1405 GN=bglB PE=3 SV=1,762,train
negative,A0A4R6KXW9,A0A4R6KXW9_9ACTN Beta-glucosidase OS=Kribbella sp. VKM Ac-2571 OX=2512222 GN=EV651_110216 PE=3 SV=1,459,train
negative,A0A0M8WZR1,A0A0M8WZR1_9ACTN Beta-glucosidase OS=Streptomyces sp. NRRL B-3648 OX=1519493 GN=ADL04_18150 PE=3 SV=1,470,train
positive,A0A449BJ27,A0A449BJ27_9MOLU Thermostable beta-glucosidase B OS=Acholeplasma hippikon OX=264636 GN=bglB PE=3 SV=1,785,train
negative,A0A2U8PAI8,A0A2U8PAI8_9BRAD Beta-glucosidase OS=Bradyrhizobium ottawaense OX=931866 GN=CIT37_23375 PE=3 SV=1,516,train
positive,A0A378WSC1,A0A378WSC1_9NOCA Thermostable beta-glucosidase B OS=Nocardia africana OX=134964 GN=bglB_1 PE=3 SV=1,376,train
positive,A0A110B1H1,A0A110B1H1_9SPHI Thermostable beta-glucosidase B OS=Mucilaginibacter gotjawali OX=1550579 GN=bglB_2 PE=3 SV=1,708,train
positive,D1A1R2,D1A1R2_THECD Beta-glucosidase OS=Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9) OX=471852 GN=Tcur_2184 PE=3 SV=1,471,train
negative,A0A060ZE61,A0A060ZE61_9ACTN beta-glucosidase OS=Streptomyces iranensis OX=576784 GN=SIRAN1306 PE=3 SV=1,761,train
negative,M3ED66,M3ED66_9ACTN Beta-glucosidase OS=Streptomyces gancidicus BKS 13-15 OX=1284664 GN=H114_00342 PE=3 SV=1,436,train
positive,A0A2A5X517,A0A2A5X517_9BACT beta-glucosidase OS=Rhodothermaeota bacterium MED-G18 OX=1986239 GN=CNE34_05135 PE=4 SV=1,763,train
positive,P96090,P96090_THEBR beta-glucosidase OS=Thermoanaerobacter brockii OX=29323 GN=xglS PE=3 SV=1,730,train
positive,A0A497G9R1,A0A497G9R1_9CREN beta-glucosidase (Fragment) OS=Thermoprotei archaeon OX=2250277 GN=DRK00_06710 PE=3 SV=1,705,train
positive,W9EEC0,W9EEC0_9THEO beta-glucosidase OS=Thermoanaerobacterium aotearoense SCUT27 OX=1421016 GN=V518_0485 PE=3 SV=1,446,train
negative,A0A3A5QTQ6,A0A3A5QTQ6_9BACE beta-glucosidase OS=Bacteroides sp. AM44-19 OX=2292953 GN=DW947_14225 PE=3 SV=1,763,train
positive,A0A285BIS4,A0A285BIS4_9THEO beta-glucosidase OS=Thermoanaerobacterium sp. RBIITD OX=1550240 GN=SAMN05660242_2778 PE=3 SV=1,446,train
positive,D6Y5B2,D6Y5B2_THEBD Beta-glucosidase OS=Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51) OX=469371 GN=Tbis_2605 PE=3 SV=1,472,train
negative,A0A453D1I1,A0A453D1I1_AEGTS beta-glucosidase OS=Aegilops tauschii subsp. strangulata OX=200361 PE=3 SV=1,690,train
positive,A8WAC9,A8WAC9_THETH Beta-glucosidase OS=Thermus thermophilus OX=274 GN=b-gly PE=3 SV=1,431,train
negative,A0A357I079,A0A357I079_9BACT beta-glucosidase (Fragment) OS=Opitutia bacterium OX=2026771 GN=DEA90_07200 PE=4 SV=1,548,train
positive,A0A399EXZ4,A0A399EXZ4_9DEIN Thermostable beta-glucosidase B OS=Meiothermus luteus OX=2026184 GN=bglB PE=3 SV=1,766,train
positive,A0A455SET1,A0A455SET1_9CHLR Beta-glucosidase OS=Thermosporothrix sp. COM3 OX=2490863 GN=KTC_17240 PE=3 SV=1,406,train
positive,A0A239PQ25,A0A239PQ25_9PROT beta-glucosidase OS=Amphiplicatus metriothermophilus OX=1519374 GN=SAMN06297382_1405 PE=4 SV=1,753,train
positive,A0A090ZBD1,A0A090ZBD1_PAEMA Thermostable beta-glucosidase B OS=Paenibacillus macerans OX=44252 GN=bglB PE=3 SV=1,763,train
positive,A0A2N5RPG8,A0A2N5RPG8_9THEM Beta-glucosidase OS=Thermotoga sp. KOL6 OX=126741 GN=AS005_03940 PE=3 SV=1,446,train
positive,A0A6P1PX67,A0A6P1PX67_9GAMM Thermostable beta-glucosidase B OS=Mixta intestinalis OX=1615494 GN=bglB_1 PE=3 SV=1,783,train
negative,A0A097R457,A0A097R457_HAFAL beta-glucosidase OS=Hafnia alvei FB1 OX=1453496 GN=AT03_14635 PE=3 SV=1,772,train
positive,A0A6L8CBT5,A0A6L8CBT5_9BACT beta-glucosidase OS=Rhodothermaceae bacterium OX=2026787 GN=F4159_05545 PE=4 SV=1,670,train
positive,A0A0X1KSH7,A0A0X1KSH7_9THEM Beta-galactosidase OS=Pseudothermotoga hypogea DSM 11164 = NBRC 106472 OX=1123384 GN=AJ81_08155 PE=3 SV=1,493,train
positive,A0A3D6DAJ0,A0A3D6DAJ0_9BACT Beta-glucosidase OS=Thermotogota bacterium OX=2053689 GN=DHV12_00755 PE=3 SV=1,439,train
negative,A0A1I0R1D1,A0A1I0R1D1_9FIRM beta-glucosidase OS=Ruminococcaceae bacterium KH2T8 OX=1855400 GN=SAMN05216413_2250 PE=3 SV=1,800,train
negative,A0A0Q8VLC7,A0A0Q8VLC7_9ACTN beta-glucosidase OS=Nocardioides sp. Root224 OX=1736495 GN=ASE24_04510 PE=4 SV=1,660,train
positive,A0A1G7GYH7,A0A1G7GYH7_9DEIN Beta-glucosidase OS=Thermus arciformis OX=482827 GN=SAMN04488243_11647 PE=3 SV=1,435,train
positive,B0K276,B0K276_THEPX Beta-glucosidase OS=Thermoanaerobacter sp. (strain X514) OX=399726 GN=Teth514_0267 PE=3 SV=1,464,train
positive,A0A3B0S2L8,A0A3B0S2L8_9ZZZZ beta-glucosidase (Fragment) OS=hydrothermal vent metagenome OX=652676 GN=MNBD_ACTINO02-616 PE=4 SV=1,480,train
positive,A0A3A4ACU2,A0A3A4ACU2_9ACTN beta-glucosidase OS=Bailinhaonella thermotolerans OX=1070861 GN=D5H75_29580 PE=3 SV=1,682,train
positive,A0A1C5Z0R6,A0A1C5Z0R6_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_4 PE=3 SV=1,755,train
negative,A0A1A9D1L1,A0A1A9D1L1_9ACTN beta-glucosidase OS=Streptomyces sp. Ncost-T6T-1 OX=1100828 GN=YW5DRAFT_05510 PE=4 SV=1,760,train
positive,A0A5J4PF09,A0A5J4PF09_9ZZZZ Thermostable beta-glucosidase B (Fragment) OS=termite gut metagenome OX=433724 GN=EZS27_041031 PE=3 SV=1,223,train
positive,A0A0U5NYX2,A0A0U5NYX2_9CLOT Thermostable beta-glucosidase B OS=Clostridium sp. C105KSO13 OX=1776045 GN=bglB_4 PE=3 SV=1,448,train
negative,T0QZ03,T0QZ03_SAPDV beta-glucosidase OS=Saprolegnia diclina (strain VS20) OX=1156394 GN=SDRG_17158 PE=4 SV=1,499,train
negative,A0A1W6L4L7,A0A1W6L4L7_9BURK beta-glucosidase OS=Piscinibacter gummiphilus OX=946333 GN=A4W93_04230 PE=4 SV=1,758,train
negative,A0A4D6KN88,A0A4D6KN88_VIGUN beta-glucosidase OS=Vigna unguiculata OX=3917 GN=DEO72_LG1g1654 PE=3 SV=1,601,train
positive,A0A455SRZ6,A0A455SRZ6_9CHLR Beta-glucosidase OS=Thermosporothrix sp. COM3 OX=2490863 GN=KTC_59340 PE=3 SV=1,460,train
negative,A0A3L7AXL6,A0A3L7AXL6_9ACTN Beta-glucosidase OS=Micromonospora sp. CV4 OX=2478711 GN=EAD98_30190 PE=3 SV=1,477,train
positive,D3PQW3,D3PQW3_MEIRD Beta-glucosidase OS=Meiothermus ruber (strain ATCC 35948 / DSM 1279 / VKM B-1258 / 21) OX=504728 GN=Mrub_1082 PE=3 SV=1,447,train
negative,D0LVQ0,D0LVQ0_HALO1 Beta-glucosidase OS=Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2) OX=502025 GN=Hoch_1481 PE=3 SV=1,467,train
negative,A0A6A4UYD5,A0A6A4UYD5_9FIRM beta-glucosidase OS=Erysipelotrichaceae bacterium OX=2049044 GN=FD179_755 PE=3 SV=1,596,train
negative,A0A3D3ENH3,A0A3D3ENH3_9FIRM beta-glucosidase OS=Lachnospiraceae bacterium OX=1898203 GN=DEP17_07840 PE=4 SV=1,700,train
negative,A0A351ITS7,A0A351ITS7_9ACTN beta-glucosidase (Fragment) OS=Acidimicrobiaceae bacterium OX=2024894 GN=DCY87_01595 PE=3 SV=1,436,train
positive,A0A370K0W0,A0A370K0W0_9DEIN Beta-glucosidase OS=Meiothermus sp. QL-1 OX=2058095 GN=DV704_00225 PE=3 SV=1,444,train
negative,A0A5M7CUI5,A0A5M7CUI5_9PSED beta-glucosidase OS=Pseudomonas chlororaphis OX=587753 GN=bglX PE=4 SV=1,773,train
negative,A0A7S4MSF6,A0A7S4MSF6_9EUKA beta-glucosidase (Fragment) OS=Prymnesium polylepis OX=72548 GN=CPOL0286_LOCUS12845 PE=3 SV=1,393,train
negative,A0A850MKU6,A0A850MKU6_9ARCH beta-glucosidase OS=Candidatus Helarchaeota archaeon OX=2719382 GN=HWN65_24370 PE=3 SV=1,448,train
negative,A0A093UFF1,A0A093UFF1_9GAMM beta-glucosidase OS=Pectobacterium betavasculorum OX=55207 GN=KP22_02445 PE=3 SV=1,768,train
positive,A0A1C6EW32,A0A1C6EW32_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_5 PE=3 SV=1,630,train
negative,A0A089IAX7,A0A089IAX7_9BACL beta-glucosidase OS=Paenibacillus sp. FSL H7-0357 OX=1536774 GN=H70357_30725 PE=4 SV=1,767,train
negative,Q6CYW8,Q6CYW8_PECAS Beta-glucosidase OS=Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491 GN=bglH PE=3 SV=1,490,train
negative,A0A6N8UJ12,A0A6N8UJ12_9GAMM beta-glucosidase OS=Gammaproteobacteria bacterium OX=1913989 GN=F4Z66_04095 PE=4 SV=1,619,train
